,id,sentence_text,cluster
1175,sc.57_37_22_39_27,وإلى هذا المعنى أشار صاحب الكشاف بقوله اليمين لما كانت أشرف العضوين وأمتنهما، وكانوا يتيمنون بها، فبها يصافحون، ويماسحون، ويناولون ويتناولون، ويزاولون أكثر الأمور.,49
1176,sc.57_37_22_39_28,لما كانت استعيرت لجهة الخير وجانبه، فقيل أتاه عن اليمين، أى من الخير وناحيته … ومنهم من يرى أن المراد باليمين هنا اليمين الشرعية التى هى القسم، وعن بمعنى الباء.,49
1177,sc.57_37_22_39_29,أى قالوا لهم إنكم كنتم فى الدنيا تأتوننا بالأيمان المغلظة على أننا وأنتم على الحق فصدقناكم، فأين نحن وأنتم الآن من هذه الآيمان المغلظة؟,-1
1178,sc.57_37_22_39_30,لقد ظهر كذبها وبطلانها، وأنتم اليوم مسئولون عما نحن فيه من كرب.,69
1179,sc.57_37_22_39_31,ومنهم من يرى أن المراد باليمين هنا القوة والغلبة.,49
1180,sc.57_37_22_39_32,أى أنكم كنتم فى الدنيا تجبروننا وتقسروننا على أتباعكم لأننا كنا ضعفاء وكنتم أقوياء.,-1
1181,sc.57_37_22_39_33,والذى نراه أن الآية الكريمة تسع كل هذه الأقوال، لأن الرؤساء أوهموا الضعفاء بأنهم على الحق، وأقسموا لهم على ذلك، وهددوهم بالقتل أو الطرد إن هم اتبعوا ما جاءهم به الرسول صلى الله عليه وسلم.,42
1182,sc.57_37_22_39_34,ومقصود الضعفاء من هذا القول، إلقاء المسئولية كاملة على الرؤساء، توهما منهم أن هذا الإِلقاء سيخفف عنهم شيئا من العذاب.,-1
1183,sc.57_37_22_39_35,ثم يحكى القرآن بعد ذلك أن الرؤساء قد ردوا عليهم بخمسة أجوبة.,55
1184,sc.57_37_22_39_36,أولها {قَالُواْ بَلْ لَّمْ تَكُونُواْ مُؤْمِنِينَ} أى قال الرؤساء للأتباع نحن لم نتسبب فى كفركم فى الدنيا، بل أنتم الذين أبيتم الإِيمان باختياركم، وآثرتم عليه الكفر باختياركم - أيضا - فكفركم نابع من ذواتكم، وليس من شئ خارج عنكم، ولم يدخل الإِيمان قلوبكم فى وقت من الأوقات.,67
1185,sc.57_37_22_39_37,فالجملة الكريمة إضراب إبطالى من المتبوعين، عما ادعاه التابعون.,76
1186,sc.57_37_22_39_38,وثانيها يتجلى فى قوله - تعالى - {وَمَا كَانَ لَنَا عَلَيْكُمْ مِّن سُلْطَانٍ} أى وما كان لنا عليكم من قوة أو غلبة تجبركم على البقاء فى الكفر والضلال، ولكنكم أنتم الذين رضيتم بالكفر عن اختيار واقتناع منكم به.,66
1187,sc.57_37_22_39_39,وثالثها قوله - تعالى - {بَلْ كُنتُمْ قَوْماً طَاغِينَ} أى نحن لم يكن لنا سلطان عليكم، بل أنتم الذين كنتم فى الدنيا قوما طاغين وضالين مثلنا.,66
1188,sc.57_37_22_39_40,والطغيان مجاوزة الحد فى كل شئ.,66
1189,sc.57_37_22_39_41,ورابعها نراه فى قوله - سبحانه - {فَحَقَّ عَلَيْنَا قَوْلُ رَبِّنَآ إِنَّا لَذَآئِقُونَ} والفاء للتفريع على ما تقدم، من كون الرؤساء لم يجبروا الضعفاء على البقاء فى الكفر.,-1
1190,sc.57_37_22_39_42,أى نحن وأنتم لم تكونوا مؤمنين أصلا.,67
1191,sc.57_37_22_39_43,فكانت نتيجتنا جميعا، أن استحققنا العذاب، وأن لزمنا ما توعدنا به خالقنا من ذوق العذاب، جزاء كفرنا وشركنا به - تعالى - .,-1
1192,sc.57_37_22_39_44,وخامس هذه الأجوبة بينه - سبحانه - فى قوله - حكاية عنهم - {فَأَغْوَيْنَاكُمْ إِنَّا كُنَّا غَاوِينَ}.,54
1193,sc.57_37_22_39_45,أى فدعوناكم للغواية والضلالة دعوة غير ملجئة، فاستجبتم لنا باختياركم الغى على الرشد {إِنَّا كُنَّا غَاوِينَ} مثلكم، فلا تلومونا ولوموا أنفسكم فنحن ما أجبرناكم على اتباعنا ولكن أنتم الذين اتبعتمونا باختياركم.,54
1194,sc.57_37_22_39_46,وهكذا رد الرؤساء على الضعفاء فيما اتهموهم به من أنهم السبب فيما حل بهم من عذاب أليم يوم القيامة.,-1
1195,sc.57_37_22_39_47,وهنا - يبين - سبحانه - حكمه العادل فى الجميع، فى الرؤساء والأتباع فيقول {فَإِنَّهُمْ يَوْمَئِذٍ فِي ٱلْعَذَابِ مُشْتَرِكُونَ} أى كما كانوا متشاركين فى الدنيا فى الغواية والضلالة، فإنهم فى الآخرة مشتركون جميعا فى حلول العذاب بهم، وذوقهم لآلامه وسعيره.,2
1196,sc.57_37_22_39_48,فالضمير فى قوله {فَإِنَّهُمْ} يعود للتابعين والمتبوعين، لأنهم جميعا مستحقون للعذاب.,-1
1197,sc.57_37_22_39_49,ثم بين - سبحانه - الأسباب التى أدت بالكافرين جميعا إلى هذا المصير السيئ فقال {إِنَّا كَذَلِكَ نَفْعَلُ بِٱلْمُجْرِمِينَ} أى مثل هذا العذاب الأليم نفعل بالمجرمين، لأنهم أشركوا معنا غيرنا فى العبادة، وآذوا رسلنا الذين جاءوا لهدايتهم وإرشادهم.,64
1198,sc.57_37_22_39_50,{إِنَّهُمْ كَانُوۤاْ} فى الدنيا {إِذَا قِيلَ لَهُمْ} على سبيل النصيحة والدعوة إلى الحق {لاَ إِلَـٰهَ إِلاَّ ٱللَّهُ يَسْتَكْبِرُونَ} عن قبول هذه النصيحة، ويعرضون عنها، ويصرون على كفرهم وجحودهم للحق، ويستكبرون عن النطق بكلمة الإِيمان.,63
1199,sc.57_37_22_39_51,{وَيَقُولُونَ} لمن نصحهم {أَإِنَّا لَتَارِكُوۤاْ آلِهَتِنَا لِشَاعِرٍ مَّجْنُونٍ}.,63
1200,sc.57_37_22_39_52,أى ويقولون باستهزاء وغرور لمن دعاهم إلى الإيمان وإلى قول لا إله إلا الله، يقولون له أتدعونا إلى أن نترك ما عليه آباؤنا وأجدادنا عن عقائد وأفعال، وإلى أن نتبع ما جاءنا به هذا الشاعر المجنون.,63
1201,sc.57_37_22_39_53,ويعنون بالشاعر المجنون - قبحهم الله - رسول الله صلى الله عليه وسلم الذى أرسله الله - تعالى - لهدايتهم.,63
1202,sc.57_37_22_39_54,ولذا رد الله - تعالى - عليهم بقوله {بَلْ جَآءَ بِٱلْحَقِّ وَصَدَّقَ ٱلْمُرْسَلِينَ}.,63
1203,sc.57_37_22_39_55,أى ليس الرسول صلى الله عليه وسلم شاعرا أو مجنونا، كما زعمتم - أيها الجاهلون - بل هو رسول صادق فيما يبلغه عن ربه، وقد جاءكم بالحق وهو دين التوحيد الذى دعا إليه جميع الرسل، فكان مصدقا لهم فى الدعوة إليه، فكيف تزعمون أنه شاعر مجنون؟,63
1204,sc.57_37_22_39_56,{إِنَّكُمْ} … أيها المشركون بسبب هذه المزاعم {لَذَآئِقُو} فى هذا اليوم {ٱلْعَذَابِ ٱلأَلِيمِ} الذى يذلكم ويخزيكم ويجعلكم فى حزن دائم.,-1
1205,sc.57_37_22_39_57,{وَمَا تُجْزَوْنَ إِلاَّ مَا كُنْتُمْ تَعْمَلُونَ} أى وما نجازيكم بهذا الجزاء الموجع المؤلم.,60
1206,sc.57_37_22_39_58,إلا بسبب أعمالكم القبيحة فى الدنيا.,-1
1207,sc.57_37_22_39_59,وهكذا نجد الآيات الكريمة قد بينت لنا بأسلوب مؤثر بديع، سوء عاقبة الكافرين، بسبب إعراضهم عن الحق.,-1
1208,sc.57_37_22_39_60,واستكبارهم عن الدخول فيه، ووصفهم للرسول صلى الله عليه وسلم بما هو برئ منه.,-1
1209,sc.57_37_22_39_61,وكعادة القرآن الكريم فى المقارنة بين مصير الأشرار ومصير الأخيار - ليهلك ن هلك عن بينة ويحيا من حى عن بينة - أتبع - سبحانه - الحديث عن سوء عاقبة الكافرين - بالحديث عن حسن عاقبة المؤمنين، فقال - تعالى - {إِلاَّ عِبَادَ ٱللَّهِ …}.,-1
1210,sc.76_37_22_24_0,أي: اجمعوا كل هؤلاء معاً في النار {ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ وَمَا كَانُواْ يَعْبُدُونَ} [الصافات: 22] إذن: المحشور ثلاثة: الذين ظلموا جزاءَ ظلمهم، وأزواجهم، وما كانوا يعبدونه من دون الله.,-1
1211,sc.76_37_22_24_1,قلنا: الزوج يعني المفرد ومعه مثله.,52
1212,sc.76_37_22_24_2,فلا نقول على الرجل والمرأة زوج، إنما زوجان، الرجل يسمى زوج والمرأة تسمى زوج، لا أن الزوج يعني الاثنين كما يظن البعض، ومثلها كلمة توأم، فكل واحد منهما يُسمَّى توأم، وهما معاً توأمان لذلك قال تعالى في سورة الأنعام: {ثَمَٰنِيَةَ أَزْوَٰجٍ مَّنَ ٱلضَّأْنِ ٱثْنَيْنِ وَمِنَ ٱلْمَعْزِ ٱثْنَيْنِ قُلْ ءَآلذَّكَرَيْنِ حَرَّمَ أَمِ ٱلأُنثَيَيْنِ …} [الأنعام: 143].,52
1213,sc.76_37_22_24_3,وقال: {وَمِنَ ٱلإِبْلِ ٱثْنَيْنِ وَمِنَ ٱلْبَقَرِ ٱثْنَيْنِ …} [الأنعام: 144].,38
1214,sc.76_37_22_24_4,فلو أن الزوج يُطلق على الاثنين لقال: أربعة أزواج.,52
1215,sc.76_37_22_24_5,ومعنى كلمة {وَأَزْوَاجَهُمْ} [الصافات: 22] أي: أزواجهم في الدنيا، كالزوجة التي تعين زوجها على الظلم، كامرأة أبي لهب، التي قال الله في حقها: {تَبَّتْ يَدَآ أَبِي لَهَبٍ وَتَبَّ * مَآ أَغْنَىٰ عَنْهُ مَالُهُ وَمَا كَسَبَ * سَيَصْلَىٰ نَاراً ذَاتَ لَهَبٍ * وَٱمْرَأَتُهُ حَمَّالَةَ ٱلْحَطَبِ * فِي جِيدِهَا حَبْلٌ مِّن مَّسَدٍ} [المسد: 1 - 5].,-1
1216,sc.76_37_22_24_6,أو يُراد بأزواجهم أشكالهم ونظائرهم وقرناءهم الذين أضلُّوهم وأغوَوْهم {وَمَا كَانُواْ يَعْبُدُونَ * مِن دُونِ ٱللَّهِ …} [الصافات: 22 - 23] أي: الأصنام التي عبدوها من دون الله، تُحشَر معهم في النار، ليَروْا آلهتهم التي عبدوها وتعلّقوا بها تسبقهم إلى النار، فينقطع أملهم في النجاة وبيان لفساد تفكيرهم، حيث عبدوا أصناماً لا تضرُّ ولا تنفع، وهذا توبيخ لهم لذلك يمتدُّ هذا التوبيخ بعنف في قوله تعالى: {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ} [الصافات: 23] وهل القذف في النار هُدىً؟,43
1217,sc.76_37_22_24_7,والمعنى: دُلُّوهم على طريق جهنم، يعني: سخريةً منهم وتهكماً بهم.,31
1218,sc.76_37_22_24_8,ثم يقول سبحانه: {وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ} [الصافات: 24] أي: احبسوهم للسؤال وللحساب، وهذا السؤال سيكون فردياً ليس جماعياً، فكل واحد منهم سيُسأل وسيُناقش، قالوا: في السؤال تبكيت النفسِ للنفسِ قبل أن يُبكِّتهم الله الذي كفروا به، يعني: ساعةَ يعاينون البعث وموقف الحساب يُبكِّتون أنفسهم، ويندمون ساعةَ لا ينفعُ الندم.,-1
1219,sc.47_37_11_32_0,{فاستفتهم} أي استخبرهم {أهم أشد خلقاً}، قيل: أراد كفار مكة، وقيل: نزلت في أيام الأسد بن كلدة، قيل: هذا سؤال تقرير، وقيل: سؤال توبيخ {أمّن خلقنا} يريد ما ذكر من خلائقه من الملائكة والسماوات والأرض والمشارق والكواكب والشهب الثاقب والشياطين، وقيل: أراد الأمم الماضية، وقيل: أهلكناهم بذنوبهم {إنَّا خلقناهم من طين لازب} أي لازم يعني آدم (عليه السلام) {بل عجبت} من قدرة الله على هذه الخلائق العظيمة وهم يسخرون منك ومن تعجبك، أو من إنكارهم البعث وهم يسخرون من أمر البعث {وإذا ذكروا لا يذكرون} إذا وعظوا لا يتعظون {وإذا رأوا آية} من آيات الله كانشقاق القمر وغيره {يستسخرون} يبالغون في السخريَّة {وقالوا إن هذا} القرآن وسائر ما يذكره الرسول {إلا سحر مبين} {أئذا متنا وكنا تراباً وعظاماً أئنا لمبعوثون} {أو آباؤنا الأولون} أي كيف يبعث آباؤنا بعد أن صاروا تراباً {قل نعم وأنتم داخرون} صاغرون، والمعنى تبعثون وأنتم داخرون صاغرون {فإنما هي} جواب شرط مقدر تقديره إذا كان ذلك فما هي إلا {زجرة واحدة} وهي النفخة الثانية، والزجرة الصيحة من قولك زجر الراعي الابل والغنم إذا صاح عليها {فإذا هم ينظرون} إحياء، وقيل: ينظرون إلى ما نزل بهم، وقيل: ينظر بعضهم إلى بعض: {وقالوا يا ويلنا} يدعون بالويل لما عاينوا من العذاب {هذا يوم الدين} يوم الجزاء والحساب، هذا من كلام الكفرة بعضهم لبعض إلى قوله: {احشروا الذين} أو يكون من كلام الملائكة بعضهم لبعض {هذا يوم الفصل} أي يوم يفصل الله بين عباده {الذي كنتم به تكذبون} يعني يكذبون الرسل {احشروا الذين ظلموا} الناس أو ظلموا الرسل بالتكذيب {وأزواجهم} أشباههم، وقيل: أتباعهم، وقيل: أزواجهم المشركات {وما كانوا يعبدون} {من دون الله} في الدنيا مثل الأصنام، وقيل: الشياطين الذين أطاعوهم {فاهدوهم}، قيل: ادعوهم، وقيل: دلوهم {إلى صراط الجحيم}، قيل: طريق النار {وقفوهم إنهم مسؤولون}، قيل: هذه مساءلة توبيخ، وقيل: عن قول لا إلا إلاَّ الله، وقيل: عن خطاياهم، وقيل: عن جميع أحوالهم وأفعالهم {ما لكم لا تناصرون} يقال لهم توبيخا: ما لكم لا ينصر بعضكم بعضاً في دفع العذاب؟,61
1220,sc.47_37_11_32_1,{بل هم اليوم مستسلمون}، قيل: خاضعين عن ابن عباس، وقيل: منقادين {وأقبل بعضهم على بعض يتساءلون}، قيل: الاتباع والمتبوعون، وقيل: الانس على الجن {إنكم كنتم تأتوننا} أي من جهة النصيحة، وقيل: انتم صدتمونا {عن اليمين} أي أصحاب الجنة، وقيل: عن طريق الجنة {قالوا} الرؤساء مجيبين {بل لم تكونوا مؤمنين} {وما كان لنا عليكم من سلطان} أي قوة تكرهكم على الكفر {بل كنتم قوماً طاغين} أي جاوزتم الحد في العصيان {فحقّ علينا قول ربنا} أي وجب علينا {إنا لذائقون} {فأغويناكم إنا كنا غاوين} فأردنا إغواءكم لتكونوا مثلنا.,-1
1221,sc.50_37_22_23_0,{احشرُوا الَّذين ظلَمُوا} المشركين أو المشركين والفساق، والصحيح أنها فى المشركين، وذلك من الموقف الى النار، أو من مواضعهم الى موقف الحساب وهوالمدلول، عليم بما سبق وما يأتى، ألا ترى قوله تعالى: {وقفوهم إنهم مسئولون} [الصافات: 24] أو يقوله الملائكة بعض لبعض {وأزْواجَهُم} أزواجهم المشركات، أو قرناءهم من أشباههم: كيهودى مع يهودى، وزان مع زان أو زانية، وصاحب ربا مع صاحب رباً، وصاحب خمر مع صاحب خمر {وما كانُوا يعْبُدون * من دُون الله} من الأصنام والأوثان زيادة فى تخجيلهم وتعذيبهم، أو ما واقعة على الأصنام والأوثان والشياطين، ولفظ ما لخسة الشياطين كأنها أوثان يقرنون مع هؤلاء فى النار، وقيل ما لهؤلاء كلهم، ولمن عبد من الملائكة، وعيسى وعزير، إلا أنهم لا يدخلونها {أولئك عنها مبْعَدون} [الأنبياء: 101] ولكن احضروا ليتبرءوا من عبادتهم، والواو عاطفة فى الموضعين، ولا دليل على أنها فى الأول للمعية، ومعنى المعية مفاد.,-1
1222,sc.50_37_22_23_1,{فاهْدوهم} أو صلوهم {إلى صراط} طريق {الجَحِيم} النار الشديدة الاتقاد، والتعبير بالهداية والصراط تهكم بهم، كأنهم أرادوا صراط الجحيم، فبين لهم وأوصلوا اليه، وهو بالمشى فى الأرض حتى يصلوه.,31
1223,sc.36_37_21_23_0,{هذا يوم الفصل} اى القضاء او الفرق بين فريقى الهدى والضلال {الذى كنتم به تكذبون} اى كنتم على الاستمرار تكذبون به وتقولون انه كذب ليس له اصل ابدا فيقول الله تعالى للملائكة {احشروا الذين ظلموا} الحشر يجيئ بمعنى البعث وبمعنى الجمع والسوق وهو المراد ههنا دون الاول كما لا يخفى والمراد بالظالمين المشركون من بنى ادم جمع كنيدوبهم آريد آنانرا كه ستم كردند برخود بشرك {وازواجهم} اى اشباههم من اهل الشرك والكفر والنفاق والعصيان عابد الصنم مع عبدته وعابد الكواكب مع عبدتها واليهود مع اليهود والنصارى مع النصارى والمجوس مع المجوس وغيرهم من الملل المختلفة ويجوز ان يكون المراد بالازواج نساءهم اللاتى على دينهم او قرناءهم من الشياطين كل كافر مع شيطانه فى سلسلة {وما كانوا يعبدون من دون الله} من الاصنام ونحوها زيادة فى تحسيرهم وتخجيلهم {فاهدوهم الى صراط الجحيم} الضمير للظالمين وازواجهم ومعبوديهم اى فعرّفوهم طريق جهنم ووجهوهم اليها وفيه تهكم بهم ويقال الظالم فى الآية عام على من ظلم نفسه وغيره فيحشر كل ظالم مع من كان معينا له اهل الخمر مع اهل الخمر واهل الزنى مع اهل الزنى واهل الربا مع اهل الربا وغيرهم كل مع مصاحبه درقوت القلوب آورده كه يكى از عبد الله بن مبارك قدس سره برسيدكه من خياطم واحيانا براى ظلمه جامه مى دوزم ناكاه ازعوان ايشان نباشيم ابن مبارك فرمودنى توكه ازاعوان نيستى بلكه از ظالمانى اعوان ظلمه آنهااند كه سوزن ورشته بتو ميفروشند.,33
1224,sc.36_37_21_23_1,"وفى الفروع ويكره للخفاف والخياط ان يستأجر على عمل من زى الفساق ويأخذ فى ذلك اجرا كثيرا لانه اعانة على المعصية نقليست كه يكبار امام اعظم رضى الله عنه را محبوس كردند يكى از ظلمه بيامدكه مراقلمى تراش كن كفت ترسم كه ازان قوم باشم كه حق تعالى ميفرمايد {احشروا الذين ظلموا وازواجهم} اى اتباعهم واعوانهم واقرانهم المقتدين بهم فى افعالهم وفى الحديث \"" امرؤ القيس قائد لواء الشعراء الى النار \"" كما فى تذكرة القرطبى يار ظالم مباش تانشوى روز حشر ازشماره ايشان ويروى ان ابن المبارك رؤى فى المنام فقيل له ما فعل بك ربك فقال عاتبنى واوقفنى ثلاث سنة بسبب انى نظرت باللطف يوما الى مبتدع فقال انك لم تعاد عدوى فكيف حال القاعد بعد الذكرى مع القوم الظالمين.",-1
1225,sc.36_37_21_23_2,وفى الروضة يجيب دعوة الفاسق والورع ان لا يجيب ويكره للرجل المعروف الذى يقتدى به ان يتردد الى رجل من اهل الباطل وان يعظم امره بين الناس فانه يكون مبتدعا ايضا ويكون سببا لترويج امره الباطل واتباع الناس له فى اعتقاده الفاسد وفعله الكاسد.,-1
1226,sc.36_37_21_23_3,والحاصل ان ارباب النفوس الامارة كانوا يدلون فى الدنيا على صراط الجحيم من حيث الاسباب من الاقوال والافعال والاخلاق فلذا يحشرون على ما ماتوا وكذلك من اعان صاحب فترة فى فترته او صاحب زلة فى زلته كان مشاركا له فى عقوبته واستحقاق طرده واهانته كما اشتركت النفوس والاجساد فى الثواب والعقاب نسأل الله العمل بخطابه والتوجه الى جنابه والسلوك بتوفيقه والاهتداء الى طريقه انه المعين,-1
1227,sc.4_37_22_26_0,وفي الآية أبحاث: البحث الأول: اعلم أنه لا نزاع في أن هذا من كلام الملائكة فإن قيل ما معنى: {ٱحْشُرُواْ} مع أنهم قد حشروا من قبل وحضروا في محفل القيامة وقالوا: {هَـٰذَا يَوْمُ ٱلدّينِ} [الصافات: 20] وقالت الملائكة لهم بل: {هَـٰذَا يَوْمُ ٱلْفَصْلِ} [الصافات: 21] أجاب القاضي عنه، فقال المراد احشروهم إلى دار الجزاء وهي النار، ولذلك قال بعده: {فَٱهْدُوهُمْ إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} أي خذوهم إلى ذلك الطريق ودلوهم عليه ثم سأل نفسه فقال: كيف يصح ذلك وقد قال بعده {وَقِفُوهُمْ إِنَّهُمْ مسئولون} ومعلوم أن حشرهم إلى الجحيم، إنما يكون بعد المسألة، وأجاب أنه ليس في العطف بحرف الواو ترتيب فلا يمتنع أن يقال احشروهم وقفوهم، مع أنا بعقولنا نعلم أن الوقوف كان قبل الحشر إلى النار، هذا ما قاله القاضي، وعندي فيه وجه آخر وهو أن يقال إنهم إذا قاموا من قبورهم لم يبعد أن يقفوا هناك بحيرة تلحقهم بسبب معاينة أهوال القيامة، ثم إن الله تعالى يقول للملائكة: احشروا الذين ظلموا واهدوهم إلى صراط الجحيم، أي سوقوهم إلى طريق جهنم وقفوهم هناك وتحصل المسألة هناك ثم من هناك يساقون إلى النار وعلى هذا التقدير فظاهر النظم موافق لما عليه الوجه.,-1
1228,sc.4_37_22_26_1,البحث الثاني: الآمر في قوله تعالى: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} هو الله فهو تعالى أمر الملائكة أن يحشروا الكفار إلى موقف السؤال والمراد من الحشر أن الملائكة يسوقونهم إلى ذلك الموقف.,57
1229,sc.4_37_22_26_2,البحث الثالث: أن الله أمر الملائكة بحشر ثلاثة أشياء: الظالمين، وأزواجهم، والأشياء التي كانوا يعبدونها.,57
1230,sc.4_37_22_26_3,وفيه فوائد: الفائدة الأولى: أنه تعالى قال: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} ثم ذكر من صفات الذين ظلموا كونهم عابدين لغير الله وهذا يدل على أن الظالم المطلق هو الكافر وذلك يدل على أن كل وعيد ورد في حق الظالم فهو مصروف إلى الكفار ومما يؤكد هذا قوله تعالى: {وَٱلْكَـٰفِرُونَ هُمُ ٱلظَّـٰلِمُونَ} [البقرة: 254].,43
1231,sc.4_37_22_26_4,الفائدة الثانية: اختلفوا في المراد بأزواجهم وفيه ثلاثة أقوال الأول: المراد بأزواجهم أشباههم أي أحزابهم ونظراؤهم من الكفر فاليهودي مع اليهودي والنصراني مع النصراني والذي يدل على جواز أن يكون المراد من الأزواج الأشباه وجوه الأول: قوله تعالى: {وَكُنتُمْ أَزْوَاجاً ثَلَـٰثَةً} [الواقعة: 7] أي أشكالاً وأشباهاً الثاني: أنك تقول عندي من هذا أزواج أي أمثال وتقول زوجان من الخف لكون كل واحد منهما نظير الآخر وكذلك الرجل والمرأة سميا زوجين لكونهما متشابهين في أكثر أحكام النكاح وكذلك العدد الزوج سمي بهذا الاسم لكون كل واحد من سميه مثالاً للقسم الثاني في العدد الصحيح، قال الواحدي فعلى هذا القول يجب أن يكون المراد بالذين ظلموا الرؤساء لأنك لو جعلت الذين ظلموا عاماً في كل من أشرك لم يكن للأزواج معنى القول الثاني: في تفسير الأزواج أن المراد قرناؤهم من الشياطين لقوله تعالى: {وإخوانهم يمدونهم في الغي ثم لا يقصرون} [الأعراف: 202]، والقول الثالث: أن المراد نساؤهم اللواتي على دينهم.,52
1232,sc.4_37_22_26_5,أما قوله: {وَمَا كَانُواْ يَعْبُدُونَ * مِن دُونِ ٱللَّهِ} ففيه قولان الأول: المراد ما كانوا يعبدون من دون الله من الأوثان والطواغيت، ونظيره قوله: {فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِى وَقُودُهَا ٱلنَّاسُ وَٱلْحِجَارَةُ} [البقرة: 24] قيل المراد بالناس عباد الأوثان والمراد بالحجارة الأصنام التي هي أحجار منحوتة، فإن قيل إن تلك الأحجار جمادات فما الفائدة في حشرها إلى جهنم؟,43
1233,sc.4_37_22_26_6,أجاب القاضي بأنه ورد الخبر بأنها تعاد وتحيا لتحصل المبالغة في توبيخ الكفار الذين كانوا يعبدونها ولقائل أن يقول هب أن الله تعالى يحيي تلك الأصنام إلا أنه لم يصدر عنها ذنب، فكيف يجوز من الله تعالى تعذيبها؟,46
1234,sc.4_37_22_26_7,والأقرب أن يقال إن الله تعالى لا يحيي تلك الأصنام بل يتركها على الجمادية.,46
1235,sc.4_37_22_26_8,ثم يلقيها في جهنم لأن ذلك مما يزيد في تخجيل الكفار القول الثاني: أن المراد من قوله: {وَمَا كَانُواْ يَعْبُدُونَ مِن دُونِ ٱللَّهِ} الشياطين الذين دعوهم إلى عبادة ما عبدوا فلما قبلوا منهم ذلك الدين صاروا كالعابدين لأولئك الشياطين وتأكد هذا بقوله تعالى: {أَلَمْ أَعْهَدْ إِلَيْكُمْ يا بَنِي آدم أَن لاَّ تَعْبُدُواْ الشيطان} [يس: 60] والقول الأول أولى لأن الشياطين عقلاء وكلمة ما لا تليق بالعقلاء، والله أعلم.,43
1236,sc.4_37_22_26_9,ثم قال: {فَٱهْدُوهُمْ إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} قال ابن عباس: دلوهم يقال هديت الرجل إذا دللته وإنما استعملت الهداية ههنا، لأنه جعل بدل الهداية إلى الجنة، كما قال: {فَبَشّرْهُم بِعَذَابٍ أَلِيمٍ} [آل عمران: 21] فوقعت البشارة بالعذاب لهؤلاء بدل البشارة بالنعيم لأولئك، وعن ابن عباس {فَٱهْدُوهُمْ} سوقوهم وقال الأصم: قدموهم، قال الواحدي: وهذا وهم.,-1
1237,sc.4_37_22_26_10,لأنه يقال هدى إذا تقدم ومنه الهداية والهوادي والهاديات الوحش، قال ولا يقال هدى بمعنى قدم، ثم قال {وَقِفُوهُمْ} يقال: وقفت الدابة اقفها وقفاً فوقفت هي وقوفاً، والمعنى احبسوهم وفي الآية قولان أحدهما: على التقديم والتأخير، والمعنى قفوهم واهدوهم، والأصوب أنه لا حاجة إليه، بل كأنه قيل: فاهدوهم إلى صراط الجحيم فإذا انتهوا إلى الصراط قيل {وَقِفُوهُمْ} فإن السؤال يقع هناك وقوله: {أَنَّهُمْ مسؤولون} قيل عن أعمالهم في الدنيا وأقوالهم، وقيل المراد سألتهم الخزنة {أَلَمْ يَأْتِكُمْ رُسُلٌ مّنكُمْ … قَالُواْ بَلَىٰ وَلَـٰكِنْ حَقَّتْ كَلِمَةُ ٱلْعَذَابِ عَلَى ٱلْكَـٰفِرِينَ} [الزمر: 71] ويجوز أن يكون هذا السؤال ما ذكر بعد ذلك وهو قوله تعالى: {مَا لَكُمْ لاَ تَنَـٰصَرُونَ} أي أنهم يسألون توبيخاً لهم، فيقال: {مَا لَكُمْ لاَ تَنَـٰصَرُونَ} قال ابن عباس رضي الله عنهما: لا ينصر بعضكم بعضاً كما كنتم في الدنيا، وذلك أن أبا جهل قال يوم بدر: نحن جميع منتصر فقيل لهم يوم القيامة ما لكم غير متناصرين، وقيل يقال لكفار ما لشركائكم لا يمنعونكم من العذاب.,33
1238,sc.4_37_22_26_11,ثم قال تعالى: {بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ} يقال استسلم للشيء إذا انقاد له وخضع، ومعناه في الأصل طلب السلامة بترك المنازعة، والمقصود أنهم صاروا منقادين لا حيلة لهم في دفع تلك المضار لا العابد ولا المعبود.,3
